,skeleton-id,node-id-src,node-id-dst,branch-distance,branch-type,mean-pixel-value,stdev-pixel-value,image-coord-src-0,image-coord-src-1,image-coord-dst-0,image-coord-dst-1,coord-src-0,coord-src-1,coord-dst-0,coord-dst-1,euclidean-distance
97,37,3002,3112,29.812866726670904,2,1.0,0.0,397.6666666666667,961.3333333333334,417.3333333333333,939.6666666666666,397.6666666666667,961.3333333333334,417.3333333333333,939.6666666666666,29.261275129806357
98,24,3003,3087,34.813559904768425,2,1.0,0.0,397.3333333333333,1698.3333333333333,398.3333333333333,1732.6666666666667,397.3333333333333,1698.3333333333333,398.3333333333333,1732.6666666666667,34.3478933528359
99,24,3003,6949,84.11713080310774,1,1.0,0.0,397.3333333333333,1698.3333333333333,462.0,1654.0,397.3333333333333,1698.3333333333333,462.0,1654.0,78.40422324226047
100,24,3087,4904,26.78511301977573,1,1.0,0.0,398.3333333333333,1732.6666666666667,375.0,1741.0,398.3333333333333,1732.6666666666667,375.0,1741.0,24.7767812455308
101,24,3087,3132,44.94871415154076,2,1.0,0.0,398.3333333333333,1732.6666666666667,434.25,1754.0,398.3333333333333,1732.6666666666667,434.25,1754.0,41.774610178379326
102,24,3105,6864,73.14045207910306,1,1.0,0.0,401.6666666666667,1626.3333333333333,458.0,1590.0,401.6666666666667,1626.3333333333333,458.0,1590.0,67.0339880624415
103,24,3105,5563,7.548588308184092,1,1.0,0.0,401.6666666666667,1626.3333333333333,404.0,1633.0,401.6666666666667,1626.3333333333333,404.0,1633.0,7.063206700139095
104,8,3111,5023,159.68242922849458,1,1.0,0.0,403.6666666666667,1415.6666666666667,381.0,1273.0,403.6666666666667,1415.6666666666667,381.0,1273.0,144.45606790839759
105,8,3111,3383,58.91988933062596,2,1.0,0.0,403.6666666666667,1415.6666666666667,451.75,1439.0,403.6666666666667,1415.6666666666667,451.75,1439.0,53.445779897844915
106,37,3112,5666,17.599168107809223,1,1.0,0.0,417.3333333333333,939.6666666666666,410.0,925.0,417.3333333333333,939.6666666666666,410.0,925.0,16.397831834998414
107,37,3112,3382,35.056200591887624,2,1.0,0.0,417.3333333333333,939.6666666666666,450.6666666666667,939.6666666666666,417.3333333333333,939.6666666666666,450.6666666666667,939.6666666666666,33.33333333333337
108,38,3131,5055,49.45584412271569,1,1.0,0.0,425.0,863.0,383.0,845.0,425.0,863.0,383.0,845.0,45.69463863518345
109,38,3131,3309,34.75567576825296,2,1.0,0.0,425.0,863.0,445.3333333333333,836.6666666666666,425.0,863.0,445.3333333333333,836.6666666666666,33.26993971874446
110,38,3131,6066,11.65685424949238,1,1.0,0.0,425.0,863.0,429.0,873.0,425.0,863.0,429.0,873.0,10.770329614269007
111,24,3132,6157,11.843991561820829,1,1.0,0.0,434.25,1754.0,432.0,1765.0,434.25,1754.0,432.0,1765.0,11.22775578644281
112,24,3132,3740,64.56433940572984,2,1.0,0.0,434.25,1754.0,476.0,1719.75,434.25,1754.0,476.0,1719.75,54.00115739500404
113,38,3136,4875,75.36872072950969,1,1.0,0.0,435.6666666666667,813.3333333333334,374.0,780.0,435.6666666666667,813.3333333333334,374.0,780.0,70.099136149377
114,38,3136,3309,27.127268403752968,2,1.0,0.0,435.6666666666667,813.3333333333334,445.3333333333333,836.6666666666666,435.6666666666667,813.3333333333334,445.3333333333333,836.6666666666666,25.256462319352735
115,38,3136,6768,24.856180831641286,1,1.0,0.0,435.6666666666667,813.3333333333334,455.0,800.0,435.6666666666667,813.3333333333334,455.0,800.0,23.48521993841139
